"Id","Category","Severity","Title","Description","Remediation","ObjectDN","Domain","Source","Details"
"MATI-KERB-010","Kerberos","High","Domain controllers allow RC4 Kerberos encryption","One or more domain controllers for child.mathiasmotron.com are configured to allow RC4-HMAC Kerberos encryption via SupportedEncryptionTypes on the KDC. This enables the use of weak Kerberos encryption and increases exposure to Kerberoasting and downgrade attacks.","Review Kerberos encryption requirements and progressively restrict SupportedEncryptionTypes on all domain controllers to AES-only (AES128/AES256). Validate service compatibility before disabling RC4.","DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","30-MATI-KerberosAndDelegation","DCsWithRC4=MM-DC4.child.mathiasmotron.com; TotalDCs="
"MATI-OS-001","OSInventory","High","Domain Controllers running unsupported or legacy Windows versions","Domain mathiasmotron.com has domain controllers running unsupported or legacy Windows versions. Outdated DC OS versions increase the risk of missing security hardening, vulnerabilities, and incompatibility with modern Kerberos and security features.","Plan to upgrade domain controllers to a supported and current Windows Server release. Prioritize DCs running EoL OS, and validate forest/domain functional levels and application compatibility during the migration.","mathiasmotron.com","mathiasmotron.com","40-MATI-StaleObjectsAndOS","DCsCritical=0; DCsHigh=2; DCsMedium=0; TotalDCsAtRisk=2"
"MATI-OS-002","OSInventory","High","Member servers running unsupported or legacy Windows versions","Domain mathiasmotron.com has member servers running unsupported or legacy Windows versions. These systems are more exposed to vulnerabilities and may not benefit from modern security controls and hardening baselines.","Identify critical workloads on legacy servers, plan OS upgrades or migrations, and decommission obsolete systems. Prioritize servers exposed to the internet or hosting critical services.","mathiasmotron.com","mathiasmotron.com","40-MATI-StaleObjectsAndOS","ServersCritical=0; ServersHigh=4; ServersMedium=; TotalServersAtRisk=5"
"MATI-ADMIN-001","PrivilegedAccounts","High","Privileged account with non-expiring password","Privileged account svc.ma.service1 in domain mathiasmotron.com has a non-expiring password.","Avoid non-expiring passwords on privileged accounts. Enforce password rotation or migrate to managed service accounts or JIT/PAM mechanisms where appropriate.","CN=SVC MIM.MA.Service1,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=svc.ma.service1; DomainDNS=mathiasmotron.com; Enabled=True; PasswordNeverExpires=True; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-001","PrivilegedAccounts","High","Privileged account with non-expiring password","Privileged account svc.mim.maad in domain mathiasmotron.com has a non-expiring password.","Avoid non-expiring passwords on privileged accounts. Enforce password rotation or migrate to managed service accounts or JIT/PAM mechanisms where appropriate.","CN=SVC MIM.MAAD,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=svc.mim.maad; DomainDNS=mathiasmotron.com; Enabled=True; PasswordNeverExpires=True; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-001","PrivilegedAccounts","High","Privileged account with non-expiring password","Privileged account mathiasadmin in domain child.mathiasmotron.com has a non-expiring password.","Avoid non-expiring passwords on privileged accounts. Enforce password rotation or migrate to managed service accounts or JIT/PAM mechanisms where appropriate.","CN=mathiasadmin,CN=Users,DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=mathiasadmin; DomainDNS=child.mathiasmotron.com; Enabled=True; PasswordNeverExpires=True; MemberOf=Domain Admins,Administrators,Group Policy Creator Owners"
"MATI-ADMIN-001","PrivilegedAccounts","High","Privileged account with non-expiring password","Privileged account mathiasadmin in domain mathiasmotron.com has a non-expiring password.","Avoid non-expiring passwords on privileged accounts. Enforce password rotation or migrate to managed service accounts or JIT/PAM mechanisms where appropriate.","CN=mathiasadmin,OU=PRIVILEGED USERS,OU=USERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=mathiasadmin; DomainDNS=mathiasmotron.com; Enabled=True; PasswordNeverExpires=True; MemberOf=Administrators,Domain Admins,Group Policy Creator Owners,Enterprise Admins,Schema Admins"
"MATI-ADMIN-001","PrivilegedAccounts","High","Privileged account with non-expiring password","Privileged account Admin in domain child.mathiasmotron.com has a non-expiring password.","Avoid non-expiring passwords on privileged accounts. Enforce password rotation or migrate to managed service accounts or JIT/PAM mechanisms where appropriate.","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=Admin; DomainDNS=child.mathiasmotron.com; Enabled=True; PasswordNeverExpires=True; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-009","PrivilegedAccounts","High","Built-in Administrator (RID 500) account enabled","The built-in Administrator account (RID 500) mathiasadmin in domain child.mathiasmotron.com is enabled and has privileged group memberships.","Consider disabling or strictly restricting the use of the built-in Administrator account, and replace it with named administrative accounts governed by strong authentication and audit policies.","CN=mathiasadmin,CN=Users,DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=mathiasadmin; DomainDNS=child.mathiasmotron.com; IsRid500=True; Enabled=True; MemberOf=Domain Admins,Administrators,Group Policy Creator Owners"
"MATI-ADMIN-009","PrivilegedAccounts","High","Built-in Administrator (RID 500) account enabled","The built-in Administrator account (RID 500) mathiasadmin in domain mathiasmotron.com is enabled and has privileged group memberships.","Consider disabling or strictly restricting the use of the built-in Administrator account, and replace it with named administrative accounts governed by strong authentication and audit policies.","CN=mathiasadmin,OU=PRIVILEGED USERS,OU=USERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=mathiasadmin; DomainDNS=mathiasmotron.com; IsRid500=True; Enabled=True; MemberOf=Administrators,Domain Admins,Group Policy Creator Owners,Enterprise Admins,Schema Admins"
"MATI-ADMIN-008","PrivilegedAccounts","Low","Privileged user account not in Protected Users","Privileged user account mathiasadmin in domain child.mathiasmotron.com is not a member of the Protected Users group.","Evaluate whether this privileged user account can be added to the Protected Users group to benefit from stronger protections (no NTLM, no DES/RC4, no delegation, etc.).","CN=mathiasadmin,CN=Users,DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=mathiasadmin; DomainDNS=child.mathiasmotron.com; Enabled=True; IsInProtectedUsers=False; MemberOf=Domain Admins,Administrators,Group Policy Creator Owners"
"MATI-ADMIN-008","PrivilegedAccounts","Low","Privileged user account not in Protected Users","Privileged user account Admin in domain child.mathiasmotron.com is not a member of the Protected Users group.","Evaluate whether this privileged user account can be added to the Protected Users group to benefit from stronger protections (no NTLM, no DES/RC4, no delegation, etc.).","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=Admin; DomainDNS=child.mathiasmotron.com; Enabled=True; IsInProtectedUsers=False; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-008","PrivilegedAccounts","Low","Privileged user account not in Protected Users","Privileged user account mathiasadmin in domain mathiasmotron.com is not a member of the Protected Users group.","Evaluate whether this privileged user account can be added to the Protected Users group to benefit from stronger protections (no NTLM, no DES/RC4, no delegation, etc.).","CN=mathiasadmin,OU=PRIVILEGED USERS,OU=USERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=mathiasadmin; DomainDNS=mathiasmotron.com; Enabled=True; IsInProtectedUsers=False; MemberOf=Administrators,Domain Admins,Group Policy Creator Owners,Enterprise Admins,Schema Admins"
"MATI-ADMIN-008","PrivilegedAccounts","Low","Privileged user account not in Protected Users","Privileged user account svc.mim.maad in domain mathiasmotron.com is not a member of the Protected Users group.","Evaluate whether this privileged user account can be added to the Protected Users group to benefit from stronger protections (no NTLM, no DES/RC4, no delegation, etc.).","CN=SVC MIM.MAAD,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=svc.mim.maad; DomainDNS=mathiasmotron.com; Enabled=True; IsInProtectedUsers=False; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-008","PrivilegedAccounts","Low","Privileged user account not in Protected Users","Privileged user account svc.ma.service1 in domain mathiasmotron.com is not a member of the Protected Users group.","Evaluate whether this privileged user account can be added to the Protected Users group to benefit from stronger protections (no NTLM, no DES/RC4, no delegation, etc.).","CN=SVC MIM.MA.Service1,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=svc.ma.service1; DomainDNS=mathiasmotron.com; Enabled=True; IsInProtectedUsers=False; MemberOf=Domain Admins,Administrators"
"MATI-CONFIG-011","Config","Medium","Inter-forest trust without selective authentication","Inter-forest or external trust from DC=mathiasmotron,DC=com to ext.local does not use selective authentication, increasing the exposure of resources to the trusted domain.","Review the need for this trust and consider enabling selective authentication to restrict which users and groups from the trusted domain can access resources.","ext.local","DC=mathiasmotron,DC=com","10-MATI-Config","Source=DC=mathiasmotron,DC=com; Target=ext.local; TrustType=Uplevel; Direction=BiDirectional; IntraForest=False; SelectiveAuthentication=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-PENTEST$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-PENTEST,CN=Computers,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-MIM5$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-MIM5,OU=MIM,OU=SERVERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-MIM4$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-MIM4,OU=MIM,OU=SERVERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-WIN10-5$ in domain child.mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-WIN10-5,CN=Computers,DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-WIN10-1$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-Win10-1,OU=WORKSTATIONS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-WAP1$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-WAP1,OU=ADFS,OU=SERVERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-WIN10-2$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-Win10-2,OU=WORKSTATIONS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-MIM1$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-MIM1,OU=MIM,OU=SERVERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-ADFS1$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-ADFS1,OU=ADFS,OU=SERVERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account svc.fake in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=SVC Fake,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=4; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-MGMT$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-MGMT,OU=MISC,OU=SERVERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-003","Kerberos","Medium","Service account with SPN allows legacy Kerberos encryption","The service account MM-APP$ in domain mathiasmotron.com has one or more Service Principal Names and supports legacy Kerberos encryption types (RC4 and/or DES) while at least one domain controller still accepts RC4. This exposes the account to Kerberoasting attacks using weak encryption.","Restrict Kerberos encryption types for this service account to AES-only (AES128/AES256) and validate application compatibility. Consider rotating the password after configuration changes.","CN=MM-APP,OU=APPS,OU=SERVERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=28; AllowRC4=True; AllowDES=False; KdcRC4Allowed=True; Privileged=False"
"MATI-KERB-004","Kerberos","Medium","Service account with SPN does not support AES Kerberos encryption","The service account svc.fake in domain mathiasmotron.com has one or more Service Principal Names and an explicit Kerberos encryption configuration that does not include AES128 or AES256. This prevents the domain from moving to an AES-only Kerberos posture and may require RC4 to remain enabled for compatibility.","Update the msDS-SupportedEncryptionTypes attribute for this account to include AES128 and/or AES256, and validate service compatibility before disabling RC4 at the KDC level.","CN=SVC Fake,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","msDS-SupportedEncryptionTypes=4; AllowAES128=False; AllowAES256=False"
"MATI-KERB-012","Kerberos","Medium","Domain default Kerberos encryption may allow RC4","No explicit DefaultDomainSupportedEncTypes is configured on domain mathiasmotron.com and one or more domain controllers run an OS version earlier than Windows Server 2022. The legacy KDC default behavior may still allow RC4, depending on the patch level.","Review the Kerberos encryption configuration on domain controllers and plan to explicitly configure AES-only defaults. You can use DefaultDomainSupportedEncTypes to override legacy defaults and align with an RC4-free posture.","DC=mathiasmotron,DC=com","mathiasmotron.com","30-MATI-KerberosAndDelegation","DCsBelow2022=MM-DC3.mathiasmotron.com,MM-DC2.mathiasmotron.com; DefaultDomainSupportedEncTypes=<not set on any DC>"
"MATI-OS-003","OSInventory","Medium","Workstations running unsupported or legacy Windows versions","Domain mathiasmotron.com has workstations running unsupported or legacy Windows versions. Legacy client OS increase the likelihood of endpoint compromise, especially if used for privileged access or exposed to internet browsing and email.","Plan a workstation refresh program to migrate endpoints to supported OS versions, enforce hardening baselines, and align with your endpoint management / compliance strategy.","mathiasmotron.com","mathiasmotron.com","40-MATI-StaleObjectsAndOS","WorkstationsCritical=0; WorkstationsHigh=0; WorkstationsMedium=2; TotalWorkstationsAtRisk=2"
"MATI-ADMIN-002","PrivilegedAccounts","Medium","Privileged account inactive for more than 90 days","Privileged account svc.ma.service1 in domain mathiasmotron.com has not logged on for 227 days.","Review this account with its owner or the security team. Disable or remove unused privileged accounts, or convert them to non-privileged accounts if they are still needed.","CN=SVC MIM.MA.Service1,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=svc.ma.service1; DomainDNS=mathiasmotron.com; Enabled=True; LastLogonDays=227; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-002","PrivilegedAccounts","Medium","Privileged account inactive for more than 90 days","Privileged account svc.mim.maad in domain mathiasmotron.com has not logged on for 227 days.","Review this account with its owner or the security team. Disable or remove unused privileged accounts, or convert them to non-privileged accounts if they are still needed.","CN=SVC MIM.MAAD,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=svc.mim.maad; DomainDNS=mathiasmotron.com; Enabled=True; LastLogonDays=227; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-002","PrivilegedAccounts","Medium","Privileged account inactive for more than 90 days","Privileged account SVC_ADMIN$ in domain mathiasmotron.com has not logged on for 787 days.","Review this account with its owner or the security team. Disable or remove unused privileged accounts, or convert them to non-privileged accounts if they are still needed.","CN=SVC_ADMIN$,CN=Managed Service Accounts,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=SVC_ADMIN$; DomainDNS=mathiasmotron.com; Enabled=True; LastLogonDays=787; MemberOf=Administrators"
"MATI-ADMIN-002","PrivilegedAccounts","Medium","Privileged account inactive for more than 90 days","Privileged account Admin in domain child.mathiasmotron.com has not logged on for 1536 days.","Review this account with its owner or the security team. Disable or remove unused privileged accounts, or convert them to non-privileged accounts if they are still needed.","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=Admin; DomainDNS=child.mathiasmotron.com; Enabled=True; LastLogonDays=1536; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-007","PrivilegedAccounts","Medium","Privileged account password not changed for more than 180 days","Privileged account Admin in domain child.mathiasmotron.com has not changed its password for 1536 days.","Review the password rotation policy for this account and enforce more frequent password changes for privileged identities.","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=Admin; DomainDNS=child.mathiasmotron.com; PasswordLastSetDays=1536; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-007","PrivilegedAccounts","Medium","Privileged account password not changed for more than 180 days","Privileged account SVC_ADMIN$ in domain mathiasmotron.com has not changed its password for 787 days.","Review the password rotation policy for this account and enforce more frequent password changes for privileged identities.","CN=SVC_ADMIN$,CN=Managed Service Accounts,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=SVC_ADMIN$; DomainDNS=mathiasmotron.com; PasswordLastSetDays=787; MemberOf=Administrators"
"MATI-ADMIN-007","PrivilegedAccounts","Medium","Privileged account password not changed for more than 180 days","Privileged account svc.ma.service1 in domain mathiasmotron.com has not changed its password for 2604 days.","Review the password rotation policy for this account and enforce more frequent password changes for privileged identities.","CN=SVC MIM.MA.Service1,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=svc.ma.service1; DomainDNS=mathiasmotron.com; PasswordLastSetDays=2604; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-007","PrivilegedAccounts","Medium","Privileged account password not changed for more than 180 days","Privileged account svc.mim.maad in domain mathiasmotron.com has not changed its password for 2604 days.","Review the password rotation policy for this account and enforce more frequent password changes for privileged identities.","CN=SVC MIM.MAAD,OU=SVC ACCOUNTS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=svc.mim.maad; DomainDNS=mathiasmotron.com; PasswordLastSetDays=2604; MemberOf=Domain Admins,Administrators"
"MATI-ADMIN-007","PrivilegedAccounts","Medium","Privileged account password not changed for more than 180 days","Privileged account mathiasadmin in domain child.mathiasmotron.com has not changed its password for 1536 days.","Review the password rotation policy for this account and enforce more frequent password changes for privileged identities.","CN=mathiasadmin,CN=Users,DC=child,DC=mathiasmotron,DC=com","child.mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=mathiasadmin; DomainDNS=child.mathiasmotron.com; PasswordLastSetDays=1536; MemberOf=Domain Admins,Administrators,Group Policy Creator Owners"
"MATI-ADMIN-007","PrivilegedAccounts","Medium","Privileged account password not changed for more than 180 days","Privileged account mathiasadmin in domain mathiasmotron.com has not changed its password for 1766 days.","Review the password rotation policy for this account and enforce more frequent password changes for privileged identities.","CN=mathiasadmin,OU=PRIVILEGED USERS,OU=USERS,OU=PRD,DC=mathiasmotron,DC=com","mathiasmotron.com","20-MATI-PrivilegedAccounts","SamAccountName=mathiasadmin; DomainDNS=mathiasmotron.com; PasswordLastSetDays=1766; MemberOf=Administrators,Domain Admins,Group Policy Creator Owners,Enterprise Admins,Schema Admins"
